,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_scale_pos_weight,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,75.62997794151306,6.9904632568359375,-0.40445688305783234,-0.39840706440488644,1,{'scale_pos_weight': 1},1,-0.40412127171115464,-0.39832886871470885,-0.40468147647038627,-0.39824173387164064,-0.40461974313697385,-0.39850131460717575,-0.4043313467145382,-0.398431076766831,-0.40453057712787827,-0.39853232806407596,6.110450866406509,2.24108688692035,0.0002053245859354717,0.0001082584219882878
1,87.48681721687316,5.480697154998779,-0.437808479511903,-0.4314538274273949,2,{'scale_pos_weight': 2},2,-0.4377520677645954,-0.43124624576297493,-0.437784729068537,-0.43113798933194586,-0.437918660227781,-0.43164203454491185,-0.43797480491030594,-0.43159169233558436,-0.4376121355140455,-0.43165117516155765,3.586974600823729,0.4580538145955497,0.00012814146873132875,0.0002173562191949157
2,86.03523964881897,5.421824979782104,-0.49329922441181023,-0.48685002163153657,3,{'scale_pos_weight': 3},3,-0.49319919761505115,-0.4864854016406804,-0.49335582943620254,-0.48679214445658203,-0.49342539495122983,-0.4870610103008737,-0.4932065109835278,-0.48663861203194125,-0.4933091888683625,-0.48727293972760555,2.7913193453685206,0.46541207097179627,8.697537578791653e-05,0.0002843826501335792
3,79.41235589981079,5.537879753112793,-0.5508347742772344,-0.5443451787979757,4,{'scale_pos_weight': 4},4,-0.5509427428545404,-0.544161671259224,-0.5510341572445671,-0.5445166704262228,-0.550569297762624,-0.5439238821868825,-0.5508104641605165,-0.544222472516935,-0.5508172092603469,-0.5449011976006144,11.934268739295806,0.9950712353962233,0.00015670876938511744,0.0003360919428224297
