n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,0.6495076666666667,3.6609045633833844e-05,0.649506,2.9676028485379584e-05
1,0.6139676666666667,6.976309116494319e-05,0.6139613333333332,5.4236109332777654e-05
2,0.5846686666666666,0.0001916008582676455,0.5846586666666665,0.00017503777370102283
3,0.5602456666666666,0.00023336999711953053,0.5602360000000001,0.00021415881957089755
4,0.5400236666666666,0.0002380228747177037,0.5400126666666667,0.0002120696950428189
5,0.5228936666666666,0.00022724045023327023,0.5228766666666668,0.00019846298283449938
6,0.5085103333333333,0.000268221715915948,0.5084909999999999,0.00023303361703127344
7,0.4963326666666667,0.00022019133094248515,0.49630899999999994,0.00018606987934645256
8,0.4861063333333333,0.000230803427665687,0.48607700000000004,0.00019518879749274995
9,0.477236,0.0002130837081211644,0.47720333333333337,0.00017491013565701453
10,0.4697153333333333,9.640308893161444e-05,0.469682,5.5208694967357897e-05
11,0.46332066666666666,0.00012373717666444727,0.463288,7.870196947979713e-05
12,0.45790833333333336,0.00011211402925394527,0.45787133333333335,8.588493594466458e-05
13,0.4533256666666667,0.00010462738116232986,0.453285,9.626352718795976e-05
14,0.44934066666666667,0.00012334864769786242,0.44929900000000006,0.000125970896109632
15,0.445946,0.00011819757470720936,0.4459066666666667,8.64150192706938e-05
16,0.4430286666666667,0.0001617350370891327,0.44298733333333334,0.00010340964923813993
17,0.4404873333333333,0.0001277767149714286,0.4404456666666667,6.135325763334904e-05
18,0.4383646666666667,0.00013379171208343892,0.43832066666666664,7.827018731434204e-05
19,0.43641900000000006,0.0001923902284420821,0.43637066666666663,0.00012464438303518485
20,0.43478700000000003,0.0001781460075331534,0.4347403333333333,0.00010830307269675051
21,0.433284,0.00017561890558820466,0.433235,0.00010742749492874594
22,0.43196233333333334,0.00013060202482691007,0.431908,6.435837163882206e-05
23,0.43082133333333333,9.989772547739347e-05,0.4307653333333333,4.1427312515089655e-05
24,0.429794,0.0001415061836104806,0.429735,0.00012215563842901165
25,0.42892933333333333,0.00014100197004141113,0.42886599999999997,0.00010866768915672754
26,0.428123,0.00013470708964266736,0.42805933333333335,0.00012656048180833903
27,0.4274386666666667,0.00013621633121211615,0.42737,0.00014312465429360677
28,0.426809,0.00014081429851640234,0.42673266666666665,0.00014886309892724172
29,0.4263186666666667,0.00013074232503497923,0.42623833333333333,0.0001178171841833347
30,0.42584566666666673,7.063678613551403e-05,0.42576366666666665,4.502838610871524e-05
31,0.42547766666666664,5.764450441186022e-05,0.4253913333333333,5.4603622183489475e-05
32,0.425104,6.491532946847499e-05,0.42501533333333336,8.461809630463172e-05
33,0.42473066666666665,4.0450243784465556e-05,0.42464033333333334,4.439469437770085e-05
34,0.4244053333333333,0.00010529429656389036,0.42431099999999994,6.0948065323392745e-05
35,0.42413666666666666,4.832068800099281e-05,0.42404,5.404319260244973e-05
36,0.4238186666666666,4.169998667733036e-05,0.423723,4.223742416388331e-05
37,0.4235986666666667,6.867475680498492e-05,0.4234986666666667,5.310576449143895e-05
38,0.423392,9.572181917758068e-05,0.42328933333333335,9.796030942285336e-05
39,0.42319966666666664,0.0001293505143227425,0.4230913333333333,0.00012189157294727302
40,0.42299533333333333,0.00012309977886072542,0.42288,0.00011534296684237117
41,0.4228336666666667,0.00017112243829749943,0.42271300000000006,0.00016039950124610444
42,0.42264166666666664,0.00014426903879752296,0.42251900000000003,0.00014902572484865544
43,0.42246999999999996,0.00011808753815142905,0.4223413333333333,8.594701209983786e-05
44,0.42228033333333337,5.75634915163835e-05,0.42214966666666665,4.275771535314907e-05
45,0.4221436666666667,4.1907305117629354e-05,0.4220116666666667,5.4530317765041346e-05
46,0.42199933333333334,4.1266074309164305e-05,0.42186399999999996,5.7277104209848345e-05
47,0.42185200000000006,0.00010984534582766172,0.421713,9.766609783680379e-05
48,0.42171966666666666,0.00014878694685877428,0.42157633333333333,0.00012879268440230333
49,0.421641,0.00013717385562367048,0.4214973333333334,0.00010888628114789667
50,0.42149,0.00010370149468546715,0.4213463333333333,8.769011093364462e-05
51,0.42139866666666664,8.328398538868457e-05,0.421252,0.00010172839655998518
52,0.4213006666666667,7.18532455000301e-05,0.4211496666666667,9.463379711053903e-05
53,0.4211803333333333,0.00010229478101164446,0.42102766666666663,0.00011233976242729619
54,0.421089,0.00013060883073770174,0.420931,0.0001251239385569258
